Date,City,Country,Event,HillSize,Distance,RaceType,MassStart,TeamEvent,Season,Race,Sex,Place,Skier,Nation,ID,Birthday,Leg,TeamID,SJ_Pos,CC_Pos,Age,Exp
2023-02-11,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,26,L,2,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",3,10,20.479123887748116,96
2023-02-12,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,28,L,7,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",6,14,20.48186173853525,97
2023-02-24,Planica,Slovenia,World Championship,100,5,Individual,0,0,2023,32,L,11,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",10,11,20.514715947980836,98
2023-03-11,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2023,36,L,8,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",7,12,20.555783709787818,99
2023-08-26,Oberwiesenthal,Germany,Saturday 26.Aug 2023,105,5,Individual,0,0,2024,3,L,5,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",4,11,21.01574264202601,100
2023-08-30,Oberstdorf,Germany,Wednesday 30.Aug 2023,106,5,Individual,0,0,2024,4,L,4,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",3,5,21.026694045174537,101
2023-09-02,Villach,Austria,Saturday 2.Sep 2023,N/A,N/A,Individual Compact,0,0,2024,5,L,5,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",6,7,21.034907597535934,102
2023-09-03,Villach,Austria,Sunday 3.Sep 2023,98,5,Individual,0,0,2024,6,L,5,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",6,6,21.037645448323065,103
2023-12-01,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,9,L,10,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",9,12,21.281314168377822,104
2023-12-02,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,10,L,9,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",7,11,21.284052019164957,105
2023-12-15,Ramsau,Austria,World Cup,98,5,Individual,0,0,2024,13,L,8,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",2,20,21.319644079397673,106
2023-12-16,Ramsau,Austria,World Cup,N/A,N/A,Individual Compact,0,0,2024,14,L,9,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",7,13,21.322381930184804,107
2024-01-13,Oberstdorf,Germany,World Cup,106,5,Individual,0,0,2024,17,L,8,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",11,7,21.399041752224502,108
2024-01-14,Oberstdorf,Germany,World Cup,N/A,N/A,Individual Compact,0,0,2024,18,L,11,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",12,12,21.401779603011637,109
2024-01-20,Klingenthal,Germany,Saturday 20.Jan 2024,85,5,Individual,0,0,2024,20,L,1,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",1,5,21.418206707734427,110
2024-01-27,Schonach,Germany,World Cup,100,5,Individual,0,0,2024,22,L,9,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",9,11,21.437371663244353,111
2024-01-28,Schonach,Germany,World Cup,100,7.5,Individual,0,0,2024,23,L,8,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",12,15,21.440109514031484,112
2024-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2024,25,L,7,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",8,13,21.453798767967147,113
2024-02-03,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2024,26,L,10,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",3,12,21.456536618754278,114
2024-02-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2024,28,L,6,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",7,5,21.47296372347707,115
2024-02-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,30,L,4,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",7,4,21.475701574264203,116
2024-02-11,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,31,L,5,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",5,5,21.478439425051334,117
2024-03-09,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2024,37,L,6,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",5,14,21.5523613963039,118
2024-03-17,Trondheim,Norway,World Cup,100,7.5,Individual,0,0,2024,39,L,9,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",5,15,21.574264202600958,119
2024-08-25,Tschagguns,Austria,Sunday 25.Aug 2024,103,5,Individual,0,0,2025,1,L,1,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",1,5,22.015058179329227,120
2024-08-28,Oberstdorf,Germany,Wednesday 28.Aug 2024,137,5,Individual Compact,0,0,2025,2,L,3,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",7,3,22.023271731690624,121
2024-08-31,Chaux-Neuve,France,Saturday 31.Aug 2024,118,5,Individual,0,0,2025,3,L,1,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",2,4,22.031485284052017,122
2024-09-01,Chaux-Neuve,France,Sunday 1.Sep 2024,118,5,Individual Compact,0,0,2025,4,L,3,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",3,3,22.034223134839152,123
2024-12-06,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2025,9,L,11,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",13,14,22.297056810403834,124
2024-12-07,Lillehammer,Norway,World Cup,98,5,Individual Compact,0,0,2025,10,L,9,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",6,16,22.299794661190965,125
2024-12-20,Ramsau,Austria,World Cup,96,5,Mass Start,1,0,2025,11,L,6,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",2,13,22.33538672142368,126
2024-12-21,Ramsau,Austria,World Cup,96,5,Individual Compact,0,0,2025,12,L,10,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",9,10,22.338124572210813,127
2025-01-18,Schonach,Germany,World Cup,100,5,Individual,0,0,2025,17,L,12,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",9,13,22.414784394250514,128
2025-01-31,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2025,26,L,13,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",17,10,22.45037645448323,129
2025-02-01,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2025,27,L,7,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",10,7,22.45311430527036,130
2025-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2025,29,L,7,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",7,14,22.455852156057496,131
2025-02-07,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2025,30,L,3,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",2,11,22.469541409993155,132
2025-02-08,Otepää,Estonia,World Cup,97,5,Individual,0,0,2025,31,L,15,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",13,12,22.472279260780287,133
2025-02-09,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2025,32,L,9,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",8,12,22.475017111567418,134
2025-02-27,Trondheim,Norway,World Championship,102,5,Mass Start,1,0,2025,35,L,5,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",5,11,22.524298425735797,135
2025-03-02,Trondheim,Norway,World Championship,102,5,Individual,0,0,2025,36,L,5,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",6,11,22.532511978097194,136
2025-03-15,Holmenkollen,Norway,World Cup,134,5,Individual,0,0,2025,39,L,10,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",12,7,22.56810403832991,137
2025-03-16,Holmenkollen,Norway,World Cup,134,5,Individual Compact,0,0,2025,40,L,12,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",19,12,22.57084188911704,138
2025-08-27,Oberstdorf,Germany,Wednesday 27.Aug 2025,137,5,Individual Compact,0,0,2026,1,L,8,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",6,10,23.019849418206707,139
2025-08-30,Chaux-Neuve,France,Saturday 30.Aug 2025,118,5,Individual,0,0,2026,2,L,5,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",5,4,23.028062970568104,140
2025-08-31,Chaux-Neuve,France,Sunday 31.Aug 2025,118,4.5,Team Sprint,0,1,2026,3,L,1,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,1,1,1-1,2,23.030800821355236,141
2025-09-19,Val di Fiemme,Italy,Friday 19.Sep 2025,109,5,Individual,0,0,2026,4,L,5,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",6,4,23.082819986310746,142
2025-12-05,Trondheim,Norway,World Cup,102,5,Individual Compact,0,0,2026,5,L,12,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",12,15,23.293634496919918,143
2025-12-06,Trondheim,Norway,World Cup,102,5,Mass Start,1,0,2026,6,L,10,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",13,9,23.29637234770705,144
2025-12-19,Ramsau,Austria,World Cup,98,5,Mass Start,1,0,2026,7,L,7,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",9,7,23.33196440793977,145
2025-12-20,Ramsau,Austria,World Cup,98,5,Individual,0,0,2026,8,L,13,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",14,12,23.3347022587269,146
2026-01-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2026,9,L,8,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",15,9,23.38945927446954,147
2026-01-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2026,10,L,8,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",4,16,23.392197125256672,148
2026-01-11,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2026,11,L,9,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",4,16,23.394934976043807,149
2026-01-17,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,13,L,11,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",16,11,23.411362080766597,150
2026-01-18,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,15,L,13,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",13,16,23.41409993155373,151
2026-01-30,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2026,18,L,14,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",20,6,23.446954140999313,14
2026-01-31,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2026,20,L,12,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",18,9,23.449691991786448,15
2026-02-01,Seefeld,Austria,World Cup,109,7.5,Individual,0,0,2026,22,L,14,Jenny Nowak,Germany,25,2002-08-20T00:00:00.000000,0,"",15,12,23.45242984257358,16
2025-03-08,Oberhof,Germany,Saturday 8.Mar 2025,100,5,Mass Start,1,0,2025,37,L,23,Loa Jeantet,France,250,2009-11-21T00:00:00.000000,0,"",23,13,15.293634496919918,1
2025-03-09,Oberhof,Germany,Sunday 9.Mar 2025,100,2.5,Individual,0,0,2025,38,L,20,Loa Jeantet,France,250,2009-11-21T00:00:00.000000,0,"",22,13,15.29637234770705,2
2026-01-16,Eisenerz,Austria,Friday 16.Jan 2026,109,5,Individual,0,0,2026,12,L,13,Loa Jeantet,France,250,2009-11-21T00:00:00.000000,0,"",15,13,16.153319644079396,3
2026-01-17,Eisenerz,Austria,Saturday 17.Jan 2026,109,N/A,Individual,0,0,2026,14,L,15,Loa Jeantet,France,250,2009-11-21T00:00:00.000000,0,"",19,"",16.15605749486653,4
2026-01-18,Eisenerz,Austria,Sunday 18.Jan 2026,109,5,Individual,0,0,2026,16,L,7,Loa Jeantet,France,250,2009-11-21T00:00:00.000000,0,"",8,6,16.15879534565366,5
2026-01-16,Eisenerz,Austria,Friday 16.Jan 2026,109,5,Individual,0,0,2026,12,L,12,Aino Kanervala,Finland,251,2008-09-02T00:00:00.000000,0,"",14,14,17.371663244353183,1
2026-01-17,Eisenerz,Austria,Saturday 17.Jan 2026,109,N/A,Individual,0,0,2026,14,L,14,Aino Kanervala,Finland,251,2008-09-02T00:00:00.000000,0,"",8,"",17.374401095140314,2
2026-01-18,Eisenerz,Austria,Sunday 18.Jan 2026,109,5,Individual,0,0,2026,16,L,21,Aino Kanervala,Finland,251,2008-09-02T00:00:00.000000,0,"",18,21,17.377138945927445,3
2026-01-30,Schonach,Germany,Friday 30.Jan 2026,100,5,Individual Compact,0,0,2026,17,L,17,Aino Kanervala,Finland,251,2008-09-02T00:00:00.000000,0,"",16,14,17.409993155373034,4
2026-01-31,Schonach,Germany,Saturday 31.Jan 2026,100,N/A,Individual,0,0,2026,19,L,10,Aino Kanervala,Finland,251,2008-09-02T00:00:00.000000,0,"",20,10,17.412731006160165,5
2026-02-01,Schonach,Germany,Sunday 1.Feb 2026,100,5,Individual,0,0,2026,21,L,21,Aino Kanervala,Finland,251,2008-09-02T00:00:00.000000,0,"",16,17,17.415468856947296,6
2026-02-14,Lillehammer,Norway,Saturday 14.Feb 2026,98,5,Individual,0,0,2026,23,L,31,Aino Kanervala,Finland,251,2008-09-02T00:00:00.000000,0,"",27,29,17.451060917180012,7
2026-02-15,Lillehammer,Norway,Sunday 15.Feb 2026,98,5,Individual,0,0,2026,24,L,26,Aino Kanervala,Finland,251,2008-09-02T00:00:00.000000,0,"",26,26,17.453798767967147,8
2026-01-18,Eisenerz,Austria,Sunday 18.Jan 2026,109,5,Individual,0,0,2026,16,L,20,Anna Brandner,Austria,252,2010-06-16T00:00:00.000000,0,"",5,25,15.592060232717317,1
2026-01-30,Schonach,Germany,Friday 30.Jan 2026,100,5,Individual Compact,0,0,2026,17,L,26,Anna Brandner,Austria,252,2010-06-16T00:00:00.000000,0,"",12,26,15.624914442162902,2
2026-01-31,Schonach,Germany,Saturday 31.Jan 2026,100,N/A,Individual,0,0,2026,19,L,26,Anna Brandner,Austria,252,2010-06-16T00:00:00.000000,0,"",7,"",15.627652292950033,3
2026-02-01,Schonach,Germany,Sunday 1.Feb 2026,100,5,Individual,0,0,2026,21,L,18,Anna Brandner,Austria,252,2010-06-16T00:00:00.000000,0,"",3,23,15.630390143737166,4
2026-01-17,Eisenerz,Austria,Saturday 17.Jan 2026,109,N/A,Individual,0,0,2026,14,L,9,Laly Pingat,France,253,2010-01-01T00:00:00.000000,0,"",13,9,16.043805612594113,1
2026-01-18,Eisenerz,Austria,Sunday 18.Jan 2026,109,5,Individual,0,0,2026,16,L,8,Laly Pingat,France,253,2010-01-01T00:00:00.000000,0,"",10,14,16.046543463381244,2
2026-01-30,Schonach,Germany,Friday 30.Jan 2026,100,5,Individual Compact,0,0,2026,17,L,22,Laly Pingat,France,253,2010-01-01T00:00:00.000000,0,"",21,18,16.07939767282683,3
2026-01-31,Schonach,Germany,Saturday 31.Jan 2026,100,N/A,Individual,0,0,2026,19,L,17,Laly Pingat,France,253,2010-01-01T00:00:00.000000,0,"",19,"",16.082135523613964,4
2026-02-01,Schonach,Germany,Sunday 1.Feb 2026,100,5,Individual,0,0,2026,21,L,23,Laly Pingat,France,253,2010-01-01T00:00:00.000000,0,"",24,19,16.084873374401095,5
2016-08-08,Klingenthal,Germany,Monday 8.Aug 2016,65,3,Individual,0,0,2017,1,L,13,Simona Weinlichová,Czechia,26,2000-03-30T00:00:00.000000,0,"",15,14,16.358658453114305,1
2016-08-12,Bischofsgruen,Germany,Friday 12.Aug 2016,71,4,Individual,0,0,2017,2,L,8,Simona Weinlichová,Czechia,26,2000-03-30T00:00:00.000000,0,"",7,8,16.369609856262834,2
2016-12-17,Rastbüchl,Germany,Saturday 17.Dec 2016,78,4,Individual,0,0,2017,3,L,11,Simona Weinlichová,Czechia,26,2000-03-30T00:00:00.000000,0,"",9,14,16.71731690622861,3
2017-08-07,Klingenthal,Germany,Monday 7.Aug 2017,85,3,Individual,0,0,2018,1,L,6,Simona Weinlichová,Czechia,26,2000-03-30T00:00:00.000000,0,"",10,7,17.35523613963039,4
2017-08-11,Bischofsgruen,Germany,Friday 11.Aug 2017,71,4,Individual,0,0,2018,2,L,16,Simona Weinlichová,Czechia,26,2000-03-30T00:00:00.000000,0,"",14,12,17.366187542778917,5
2017-12-16,Seefeld,Austria,Saturday 16.Dec 2017,75,5,Individual,0,0,2018,5,L,6,Simona Weinlichová,Czechia,26,2000-03-30T00:00:00.000000,0,"",5,6,17.713894592744694,6
2017-12-17,Seefeld,Austria,Sunday 17.Dec 2017,75,2.5,Individual,0,0,2018,6,L,7,Simona Weinlichová,Czechia,26,2000-03-30T00:00:00.000000,0,"",8,6,17.71663244353183,7
2018-01-13,Schonach,Germany,Saturday 13.Jan 2018,106,5,Individual,0,0,2018,7,L,8,Simona Weinlichová,Czechia,26,2000-03-30T00:00:00.000000,0,"",7,8,17.790554414784395,8
2018-01-14,Schonach,Germany,Sunday 14.Jan 2018,106,2.5,Individual,0,0,2018,8,L,8,Simona Weinlichová,Czechia,26,2000-03-30T00:00:00.000000,0,"",8,6,17.793292265571527,9
2018-01-20,Rena,Norway,Saturday 20.Jan 2018,111,5,Individual,0,0,2018,9,L,8,Simona Weinlichová,Czechia,26,2000-03-30T00:00:00.000000,0,"",7,10,17.809719370294317,10
2018-01-21,Rena,Norway,Sunday 21.Jan 2018,111,5,Individual,0,0,2018,10,L,8,Simona Weinlichová,Czechia,26,2000-03-30T00:00:00.000000,0,"",5,8,17.812457221081452,11
2018-01-30,Kandersteg,Switzerland,Tuesday 30.Jan 2018,72,5,Individual,0,0,2018,11,L,17,Simona Weinlichová,Czechia,26,2000-03-30T00:00:00.000000,0,"",20,19,17.83709787816564,12
2019-01-06,Otepää,Estonia,Sunday 6.Jan 2019,100,N/A,Individual,0,0,2019,15,L,22,Simona Weinlichová,Czechia,26,2000-03-30T00:00:00.000000,0,"",18,23,18.770704996577685,13
2019-01-23,Lahti,Finland,Junior World Championship,100,N/A,Individual,0,0,2019,18,L,26,Simona Weinlichová,Czechia,26,2000-03-30T00:00:00.000000,0,"",21,30,18.817248459958932,14
2018-01-20,Rena,Norway,Saturday 20.Jan 2018,111,5,Individual,0,0,2018,9,L,1,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",1,4,23.137577002053387,1
2018-01-21,Rena,Norway,Sunday 21.Jan 2018,111,5,Individual,0,0,2018,10,L,2,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",2,2,23.14031485284052,2
2018-03-10,Nizhniy Tagil,Russia,Saturday 10.Mar 2018,100,5,Individual,0,0,2018,18,L,1,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",1,3,23.27173169062286,3
2018-03-11,Nizhniy Tagil,Russia,Sunday 11.Mar 2018,100,5,Individual,0,0,2018,20,L,1,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",2,4,23.274469541409992,4
2018-08-18,Oberwiesenthal,Germany,Saturday 18.Aug 2018,106,4.5,Individual,0,0,2019,3,L,1,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",1,3,23.71252566735113,5
2018-08-19,Oberwiesenthal,Germany,Sunday 19.Aug 2018,106,4.5,Individual,0,0,2019,4,L,2,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",4,3,23.71526351813826,6
2018-12-14,Steamboat Springs CO,USA,Friday 14.Dec 2018,75,5,Individual,0,0,2019,8,L,3,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",4,3,24.035592060232716,7
2018-12-15,Steamboat Springs CO,USA,Saturday 15.Dec 2018,75,5,Individual,0,0,2019,9,L,4,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",5,9,24.03832991101985,8
2018-12-20,Park City UT,USA,Thursday 20.Dec 2018,100,5,Individual,0,0,2019,11,L,4,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",4,7,24.05201916495551,9
2019-03-10,Nizhniy Tagil,Russia,Sunday 10.Mar 2019,100,N/A,Individual,0,0,2019,28,L,3,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",3,10,24.27104722792608,10
2019-08-25,Oberwiesenthal,Germany,Sunday 25.Aug 2019,106,4.5,Individual,0,0,2020,3,L,2,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",2,5,24.73100616016427,11
2019-08-28,Klingenthal,Germany,Wednesday 28.Aug 2019,80,N/A,Individual,0,0,2020,4,L,2,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",2,4,24.739219712525667,12
2019-08-31,Oberhof,Germany,Saturday 31.Aug 2019,100,N/A,Individual,0,0,2020,5,L,2,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",1,4,24.747433264887064,13
2019-09-01,Oberhof,Germany,Sunday 1.Sep 2019,100,N/A,Individual,0,0,2020,6,L,2,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",1,4,24.750171115674195,14
2019-12-13,Salt Lake City UT,USA,Friday 13.Dec 2019,100,N/A,Individual,0,0,2020,11,L,8,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",5,10,25.032169746748803,15
2019-12-15,Salt Lake City UT,USA,Sunday 15.Dec 2019,100,N/A,Individual,0,0,2020,13,L,3,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",2,6,25.037645448323065,16
2020-01-25,Rena,Norway,Saturday 25.Jan 2020,109,N/A,Individual,0,0,2020,17,L,3,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",2,15,25.149897330595483,17
2020-01-26,Rena,Norway,Sunday 26.Jan 2020,109,N/A,Individual,0,0,2020,18,L,5,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",5,17,25.152635181382614,18
2020-02-22,Eisenerz,Austria,Saturday 22.Feb 2020,109,N/A,Mass Start,1,0,2020,19,L,10,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",4,27,25.22655715263518,19
2020-03-11,Nizhniy Tagil,Russia,Wednesday 11.Mar 2020,97,N/A,Individual,0,0,2020,25,L,5,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",1,6,25.27583846680356,20
2020-03-12,Nizhniy Tagil,Russia,Thursday 12.Mar 2020,97,N/A,Individual,0,0,2020,26,L,7,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",2,11,25.27857631759069,21
2020-12-18,Ramsau,Austria,World Cup,98,N/A,Individual,0,0,2021,3,L,15,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",13,19,26.04791238877481,22
2021-01-22,Eisenerz,Austria,Friday 22.Jan 2021,109,N/A,Individual,0,0,2021,6,L,8,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",6,27,26.143737166324435,23
2021-01-24,Eisenerz,Austria,Sunday 24.Jan 2021,109,N/A,Individual,0,0,2021,8,L,10,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",8,20,26.1492128678987,24
2021-02-27,Oberstdorf,Germany,World Championship,106,N/A,Individual,0,0,2021,10,L,13,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",8,22,26.24229979466119,25
2021-03-12,Nizhniy Tagil,Russia,Friday 12.Mar 2021,97,N/A,Individual,0,0,2021,11,L,6,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",2,9,26.27789185489391,26
2021-03-13,Nizhniy Tagil,Russia,Saturday 13.Mar 2021,97,5,Mass Start,1,0,2021,12,L,2,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",1,7,26.28062970568104,27
2021-03-14,Nizhniy Tagil,Russia,Sunday 14.Mar 2021,97,N/A,Individual,0,0,2021,14,L,4,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",3,8,26.28336755646817,28
2021-08-29,Oberhof,Germany,Sunday 29.Aug 2021,100,5,Individual,0,0,2022,4,L,15,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",11,16,26.743326488706366,29
2021-09-01,Oberwiesenthal,Germany,Wednesday 1.Sep 2021,105,5,Individual,0,0,2022,5,L,13,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",10,12,26.751540041067763,30
2021-12-03,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,14,L,10,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",10,15,27.006160164271048,31
2021-12-04,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,15,L,10,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",11,14,27.00889801505818,32
2021-12-11,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2022,16,L,16,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",17,17,27.028062970568104,33
2021-12-12,Otepää,Estonia,World Cup,97,5,Individual,0,0,2022,17,L,11,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",10,16,27.030800821355236,34
2022-01-08,Val di Fiemme,Italy,World Cup,104,5,Mass Start,1,0,2022,21,L,14,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",11,17,27.104722792607802,35
2022-02-11,Lillehammer,Norway,Friday 11.Feb 2022,98,5,Individual,0,0,2022,24,L,9,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",10,15,27.197809719370294,36
2022-02-13,Lillehammer,Norway,Sunday 13.Feb 2022,98,5,Individual,0,0,2022,28,L,12,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",8,20,27.203285420944557,37
2022-02-18,Eisenerz,Austria,Friday 18.Feb 2022,109,5,Individual,0,0,2022,29,L,7,Stefaniya Nadymova,Russia,27,1994-12-01T00:00:00.000000,0,"",3,22,27.21697467488022,38
2018-01-20,Rena,Norway,Saturday 20.Jan 2018,111,5,Individual,0,0,2018,9,L,2,Ayane Miyazaki,Japan,28,2002-09-15T00:00:00.000000,0,"",3,1,15.348391512662559,1
2018-01-21,Rena,Norway,Sunday 21.Jan 2018,111,5,Individual,0,0,2018,10,L,1,Ayane Miyazaki,Japan,28,2002-09-15T00:00:00.000000,0,"",1,3,15.351129363449692,2
2018-01-30,Kandersteg,Switzerland,Tuesday 30.Jan 2018,72,5,Individual,0,0,2018,11,L,5,Ayane Miyazaki,Japan,28,2002-09-15T00:00:00.000000,0,"",3,6,15.375770020533881,3
2018-03-10,Nizhniy Tagil,Russia,Saturday 10.Mar 2018,100,5,Individual,0,0,2018,18,L,2,Ayane Miyazaki,Japan,28,2002-09-15T00:00:00.000000,0,"",2,4,15.482546201232033,4
2018-03-11,Nizhniy Tagil,Russia,Sunday 11.Mar 2018,100,5,Individual,0,0,2018,20,L,3,Ayane Miyazaki,Japan,28,2002-09-15T00:00:00.000000,0,"",1,6,15.485284052019164,5
