Date,City,Country,Event,HillSize,RaceType,TeamEvent,Season,Race,Sex,Place,Skier,Nation,ID,Birthday,Leg,TeamID,Length1,Length2,Points,Age,Exp
2023-02-05,Willingen,Germany,World Cup,147,Large,0,2023,18,L,16,Julia Clair,France,33,1994-03-20T00:00:00.000000,0,"",,,15.0,28.881587953456535,152
2023-02-10,Hinzenbach,Austria,World Cup,90,Normal,0,2023,19,L,29,Julia Clair,France,33,1994-03-20T00:00:00.000000,0,"",,,2.0,28.895277207392198,153
2023-02-11,Hinzenbach,Austria,World Cup,90,Normal,0,2023,20,L,28,Julia Clair,France,33,1994-03-20T00:00:00.000000,0,"",,,3.0,28.89801505817933,154
2023-02-17,Rasnov,Romania,World Cup,97,Normal,0,2023,21,L,19,Julia Clair,France,33,1994-03-20T00:00:00.000000,0,"",,,12.0,28.914442162902123,155
2023-02-18,Rasnov,Romania,World Cup,97,Normal,0,2023,22,L,14,Julia Clair,France,33,1994-03-20T00:00:00.000000,0,"",,,18.0,28.917180013689254,156
2023-02-23,Planica,Slovenia,World Championship,100,Normal,0,2023,23,L,33,Julia Clair,France,33,1994-03-20T00:00:00.000000,0,"",,,92.6,28.930869267624914,157
2023-02-25,Planica,Slovenia,World Championship,100,Team Normal,1,2023,24,L,7,Julia Clair,France,33,1994-03-20T00:00:00.000000,2,4,89.5,91.0,671.6,28.93634496919918,158
2023-03-01,Planica,Slovenia,World Championship,138,Large,0,2023,25,L,17,Julia Clair,France,33,1994-03-20T00:00:00.000000,0,"",,,207.5,28.947296372347708,159
2023-03-11,Holmenkollen,Norway,World Cup,134,Large,0,2023,26,L,30,Julia Clair,France,33,1994-03-20T00:00:00.000000,0,"",,,1.0,28.974674880219027,160
2023-03-12,Holmenkollen,Norway,World Cup,134,Large,0,2023,27,L,26,Julia Clair,France,33,1994-03-20T00:00:00.000000,0,"",,,5.0,28.977412731006158,161
2023-03-13,Lillehammer,Norway,World Cup,140,Large,0,2023,28,L,28,Julia Clair,France,33,1994-03-20T00:00:00.000000,0,"",,,3.0,28.980150581793293,162
2023-03-15,Lillehammer,Norway,World Cup,140,Large,0,2023,29,L,17,Julia Clair,France,33,1994-03-20T00:00:00.000000,0,"",,,14.0,28.985626283367555,163
2023-03-24,Lahti,Finland,World Cup,130,Large,0,2023,30,L,27,Julia Clair,France,33,1994-03-20T00:00:00.000000,0,"",,,4.0,29.010266940451746,164
2019-01-18,Zao,Japan,World Cup,102,Normal,0,2019,8,L,40,Ren Mikase,Japan,335,2000-03-10T00:00:00.000000,0,"",68.5,,51.6,18.858316221765914,1
2018-01-13,Sapporo,Japan,World Cup,100,Normal,0,2018,6,L,36,Ayuka Kamoda,Japan,336,2001-02-18T00:00:00.000000,0,"",72.0,,73.3,16.90075290896646,1
2018-01-19,Zao,Japan,World Cup,106,Normal,0,2018,8,L,36,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",77.0,,65.6,16.438056125941134,1
2018-01-20,Zao,Japan,World Cup,106,Team Normal,1,2018,9,L,6,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,1,3,71.0,71.5,633.8,16.44079397672827,2
2018-01-21,Zao,Japan,World Cup,106,Normal,0,2018,10,L,43,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",63.5,,59.6,16.4435318275154,3
2018-03-24,Oberstdorf,Germany,World Cup,106,Normal,0,2018,17,L,11,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",90.0,92.0,24.0,16.61327857631759,4
2018-03-25,Oberstdorf,Germany,World Cup,106,Normal,0,2018,18,L,12,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",92.0,94.0,22.0,16.61601642710472,5
2018-12-15,Prémanon,France,World Cup,90,Normal,0,2019,4,L,20,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",77.5,78.0,11.0,17.34154688569473,6
2018-12-16,Prémanon,France,World Cup,90,Normal,0,2019,5,L,30,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",76.5,75.5,1.0,17.34428473648186,7
2019-02-03,Hinzenbach,Austria,World Cup,90,Normal,0,2019,14,L,37,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",74.0,,86.4,17.478439425051334,8
2019-02-08,Ljubno,Slovenia,World Cup,94,Normal,0,2019,15,L,32,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",79.0,,105.9,17.492128678986994,9
2019-02-09,Ljubno,Slovenia,World Cup,94,Team Normal,1,2019,16,L,3,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,2,8,77.0,74.0,936.9,17.49486652977413,10
2019-02-10,Ljubno,Slovenia,World Cup,94,Normal,0,2019,17,L,43,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",71.5,,67.3,17.49760438056126,11
2019-12-07,Lillehammer,Norway,World Cup,140,Large,0,2020,1,L,21,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",117.5,119.0,10.0,18.31895961670089,12
2019-12-08,Lillehammer,Norway,World Cup,140,Large,0,2020,2,L,24,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",112.5,116.0,7.0,18.321697467488022,13
2020-01-12,Sapporo,Japan,World Cup,137,Large,0,2020,5,L,27,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",106.5,107.5,4.0,18.417522245037645,14
2020-01-17,Zao,Japan,World Cup,102,Normal,0,2020,6,L,25,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",78.5,86.0,6.0,18.431211498973305,15
2020-01-19,Zao,Japan,World Cup,102,Normal,0,2020,8,L,13,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",88.5,87.5,20.0,18.43668720054757,16
2020-01-25,Rasnov,Romania,World Cup,97,Normal,0,2020,9,L,25,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",82.0,85.0,6.0,18.45311430527036,17
2020-01-26,Rasnov,Romania,World Cup,97,Normal,0,2020,10,L,20,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",87.0,85.5,11.0,18.455852156057496,18
2020-02-01,Oberstdorf,Germany,World Cup,137,Large,0,2020,11,L,23,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",111.5,107.5,8.0,18.472279260780287,19
2020-02-02,Oberstdorf,Germany,World Cup,137,Large,0,2020,12,L,26,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",107.5,116.0,5.0,18.475017111567418,20
2020-02-08,Hinzenbach,Austria,World Cup,90,Normal,0,2020,13,L,8,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",82.0,85.0,32.0,18.491444216290212,21
2020-02-09,Hinzenbach,Austria,World Cup,90,Normal,0,2020,14,L,7,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",84.5,83.5,36.0,18.494182067077343,22
2020-02-23,Ljubno,Slovenia,World Cup,94,Normal,0,2020,16,L,22,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",85.0,83.0,9.0,18.532511978097194,23
2020-12-18,Ramsau,Austria,World Cup,98,Normal,0,2021,1,L,26,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",80.0,84.0,5.0,19.35112936344969,24
2021-01-23,Ljubno,Slovenia,World Cup,94,Team Normal,1,2021,2,L,3,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,2,13,85.0,85.5,1028.9,19.449691991786448,25
2021-01-24,Ljubno,Slovenia,World Cup,94,Normal,0,2021,3,L,19,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",78.5,80.5,12.0,19.45242984257358,26
2021-01-30,Titisee-Neustadt,Germany,World Cup,142,Large,0,2021,4,L,22,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",112.5,111.5,9.0,19.468856947296374,27
2021-01-31,Titisee-Neustadt,Germany,World Cup,142,Large,0,2021,5,L,22,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",117.0,115.0,9.0,19.471594798083505,28
2021-02-05,Hinzenbach,Austria,World Cup,90,Normal,0,2021,6,L,8,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",81.0,83.0,32.0,19.485284052019164,29
2021-02-06,Hinzenbach,Austria,World Cup,90,Normal,0,2021,7,L,23,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",76.5,84.5,8.0,19.488021902806295,30
2021-02-07,Hinzenbach,Austria,World Cup,90,Normal,0,2021,8,L,10,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",84.0,87.0,26.0,19.49075975359343,31
2021-02-18,Rasnov,Romania,World Cup,97,Normal,0,2021,9,L,11,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",83.0,87.0,24.0,19.520876112251884,32
2021-02-19,Rasnov,Romania,World Cup,97,Normal,0,2021,10,L,21,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",83.0,84.0,10.0,19.523613963039015,33
2021-03-20,Nizhny Tagil,Russia,World Cup,97,Normal,0,2021,14,L,21,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",85.0,75.5,10.0,19.603011635865844,34
2021-03-21,Nizhny Tagil,Russia,World Cup,97,Normal,0,2021,15,L,26,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,5.0,19.60574948665298,35
2021-03-26,Chaikovsky,Russia,World Cup,102,Normal,0,2021,16,L,18,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,13.0,19.619438740588638,36
2021-03-28,Chaikovsky,Russia,World Cup,140,Large,0,2021,18,L,27,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,4.0,19.6249144421629,37
2021-11-26,Nizhny Tagil,Russia,World Cup,97,Normal,0,2022,1,L,7,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,36.0,20.290212183436,38
2021-11-27,Nizhny Tagil,Russia,World Cup,97,Normal,0,2022,2,L,12,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,22.0,20.292950034223136,39
2021-12-04,Lillehammer,Norway,World Cup,98,Normal,0,2022,3,L,10,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,26.0,20.312114989733058,40
2021-12-05,Lillehammer,Norway,World Cup,140,Large,0,2022,4,L,13,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,20.0,20.314852840520192,41
2021-12-10,Klingenthal,Germany,World Cup,140,Large,0,2022,5,L,21,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,10.0,20.32854209445585,42
2021-12-11,Klingenthal,Germany,World Cup,140,Large,0,2022,6,L,20,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,11.0,20.331279945242983,43
2021-12-17,Ramsau,Austria,World Cup,98,Normal,0,2022,7,L,11,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,24.0,20.347707049965777,44
2021-12-31,Ljubno,Slovenia,World Cup,94,Normal,0,2022,8,L,8,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,32.0,20.386036960985624,45
2022-01-01,Ljubno,Slovenia,World Cup,94,Normal,0,2022,9,L,31,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,101.8,20.38877481177276,46
2022-02-05,Zhangjiakou,China,Olympic Winter Games,106,Normal,0,2022,12,L,8,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,193.4,20.484599589322382,47
2022-02-25,Hinzenbach,Austria,World Cup,90,Team Normal,1,2022,13,L,1,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,3,7,83.5,83.5,819.0,20.539356605065024,48
2022-02-26,Hinzenbach,Austria,World Cup,90,Normal,0,2022,14,L,3,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,60.0,20.542094455852155,49
2022-02-27,Hinzenbach,Austria,World Cup,90,Normal,0,2022,15,L,7,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,36.0,20.54483230663929,50
2022-03-02,Lillehammer,Norway,World Cup,140,Large,0,2022,16,L,18,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,13.0,20.553045859000683,51
2022-03-03,Lillehammer,Norway,World Cup,140,Large,0,2022,17,L,12,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,22.0,20.555783709787818,52
2022-03-05,Holmenkollen,Norway,World Cup,134,Large,0,2022,18,L,14,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,18.0,20.56125941136208,53
2022-03-06,Holmenkollen,Norway,World Cup,134,Large,0,2022,19,L,10,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,26.0,20.56399726214921,54
2022-03-12,Oberhof,Germany,World Cup,100,Normal,0,2022,20,L,8,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,32.0,20.580424366872005,55
2022-03-13,Oberhof,Germany,World Cup,100,Normal,0,2022,21,L,8,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,32.0,20.583162217659137,56
2023-12-02,Lillehammer,Norway,World Cup,98,Normal,0,2024,1,L,15,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,16.0,22.305270362765228,57
2023-12-03,Lillehammer,Norway,World Cup,140,Large,0,2024,2,L,25,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,6.0,22.308008213552363,58
2023-12-15,Engelberg,Switzerland,World Cup,140,Large,0,2024,3,L,10,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,26.0,22.340862422997947,59
2023-12-16,Engelberg,Switzerland,World Cup,140,Large,0,2024,4,L,23,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,8.0,22.34360027378508,60
2023-12-30,Garmisch,Germany,World Cup,142,Large,0,2024,5,L,19,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",119.5,124.5,12.0,22.38193018480493,61
2024-01-01,Oberstdorf,Germany,World Cup,137,Large,0,2024,6,L,10,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",122.0,122.5,26.0,22.38740588637919,62
2024-01-03,Villach,Austria,World Cup,98,Normal,0,2024,7,L,7,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",87.5,88.0,36.0,22.392881587953458,63
2024-01-04,Villach,Austria,World Cup,98,Normal,0,2024,8,L,4,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,50.0,22.39561943874059,64
2024-01-13,Sapporo,Japan,World Cup,134,Large,0,2024,9,L,29,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,2.0,22.420260095824776,65
2024-01-14,Sapporo,Japan,World Cup,134,Large,0,2024,10,L,16,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,15.0,22.422997946611908,66
2024-01-19,Zao,Japan,World Cup,102,Normal,0,2024,11,L,13,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,20.0,22.43668720054757,67
2024-01-27,Ljubno,Slovenia,World Cup,94,Normal,0,2024,13,L,16,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,15.0,22.458590006844627,68
2024-01-28,Ljubno,Slovenia,World Cup,94,Normal,0,2024,14,L,9,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,29.0,22.46132785763176,69
2024-02-03,Willingen,Germany,World Cup,147,Large,0,2024,15,L,10,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,26.0,22.477754962354553,70
2024-02-04,Willingen,Germany,World Cup,147,Large,0,2024,16,L,13,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,20.0,22.480492813141684,71
2024-02-24,Hinzenbach,Austria,World Cup,90,Normal,0,2024,17,L,11,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,24.0,22.535249828884325,72
2024-02-25,Hinzenbach,Austria,World Cup,90,Normal,0,2024,18,L,7,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,36.0,22.537987679671456,73
2024-03-01,Lahti,Finland,World Cup,130,Large,0,2024,19,L,22,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,9.0,22.55167693360712,74
2024-03-09,Holmenkollen,Norway,World Cup,134,Large,0,2024,20,L,22,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,9.0,22.573579739904176,75
2024-03-10,Holmenkollen,Norway,World Cup,134,Large,0,2024,21,L,16,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,15.0,22.576317590691307,76
2024-03-12,Trondheim,Norway,World Cup,100,Normal,0,2024,22,L,14,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,18.0,22.581793292265573,77
2024-03-13,Trondheim,Norway,World Cup,100,Normal,0,2024,23,L,19,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,12.0,22.584531143052704,78
2024-03-17,Vikersund,Norway,World Cup,240,Flying,0,2024,24,L,12,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,22.0,22.595482546201232,79
2024-03-21,Planica,Slovenia,World Cup,102,Normal,0,2024,25,L,7,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,36.0,22.60643394934976,80
2024-11-23,Lillehammer,Norway,World Cup,140,Large,0,2025,1,L,7,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,36.0,23.28268309377139,81
2024-11-24,Lillehammer,Norway,World Cup,140,Large,0,2025,2,L,3,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,60.0,23.28542094455852,82
2024-12-14,Zhangjiakou,China,World Cup,106,Normal,0,2025,3,L,11,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,24.0,23.340177960301162,83
2024-12-15,Zhangjiakou,China,World Cup,106,Normal,0,2025,4,L,3,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,60.0,23.342915811088297,84
2024-12-21,Engelberg,Switzerland,World Cup,140,Large,0,2025,5,L,4,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,50.0,23.359342915811087,85
2024-12-31,Garmisch,Germany,World Cup,142,Large,0,2025,6,L,7,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,36.0,23.38672142368241,86
2025-01-01,Oberstdorf,Germany,World Cup,137,Large,0,2025,7,L,9,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,29.0,23.38945927446954,87
2025-01-05,Villach,Austria,World Cup,98,Normal,0,2025,8,L,4,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,50.0,23.40041067761807,88
2025-01-06,Villach,Austria,World Cup,98,Normal,0,2025,9,L,7,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,36.0,23.4031485284052,89
2025-01-18,Sapporo,Japan,World Cup,134,Large,0,2025,10,L,2,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,80.0,23.436002737850785,90
2025-01-19,Sapporo,Japan,World Cup,134,Large,0,2025,11,L,10,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,26.0,23.43874058863792,91
2025-02-01,Willingen,Germany,World Cup,147,Large,0,2025,15,L,18,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,13.0,23.474332648870636,92
2025-02-07,Lake Placid,USA,World Cup,128,Large,0,2025,16,L,10,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,26.0,23.49075975359343,93
2025-02-08,Lake Placid,USA,World Cup,128,Large,0,2025,17,L,9,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,29.0,23.49349760438056,94
2025-02-15,Ljubno,Slovenia,World Cup,94,Normal,0,2025,18,L,4,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,50.0,23.512662559890487,95
2025-02-16,Ljubno,Slovenia,World Cup,94,Normal,0,2025,19,L,3,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,60.0,23.515400410677618,96
2025-02-22,Hinzenbach,Austria,World Cup,90,Normal,0,2025,20,L,4,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,50.0,23.531827515400412,97
2025-02-23,Hinzenbach,Austria,World Cup,90,Normal,0,2025,21,L,4,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,50.0,23.534565366187543,98
2025-02-28,Trondheim,Norway,World Championship,102,Normal,0,2025,22,L,11,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,211.0,23.548254620123203,99
2025-03-01,Trondheim,Norway,World Championship,102,Team Normal,1,2025,23,L,2,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,1,10,95.5,95.5,885.1,23.550992470910334,100
2025-03-07,Trondheim,Norway,World Championship,138,Large,0,2025,24,L,6,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,117.7,23.567419575633128,101
2025-03-13,Holmenkollen,Norway,World Cup,134,Large,0,2025,25,L,7,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,36.0,23.58384668035592,102
2025-03-15,Vikersund,Norway,World Cup,240,Flying,0,2025,26,L,12,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,22.0,23.589322381930184,103
2025-03-20,Lahti,Finland,World Cup,130,Large,0,2025,27,L,8,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,32.0,23.603011635865844,104
2025-03-21,Lahti,Finland,World Cup,130,Large,0,2025,28,L,12,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",,,22.0,23.60574948665298,105
2025-11-22,Lillehammer,Norway,World Cup,140,Large,0,2026,1,L,3,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,60.0,24.279260780287473,1
2025-11-23,Lillehammer,Norway,World Cup,140,Large,0,2026,2,L,12,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,22.0,24.281998631074607,2
2025-11-28,Falun,Sweden,World Cup,95,Normal,0,2026,3,L,3,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,60.0,24.295687885010267,3
2025-11-30,Falun,Sweden,World Cup,132,Large,0,2026,4,L,6,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,40.0,24.30116358658453,4
2025-12-04,Wisla,Poland,World Cup,134,Large,0,2026,5,L,5,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,45.0,24.312114989733058,5
2025-12-05,Wisla,Poland,World Cup,134,Large,0,2026,6,L,7,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,36.0,24.314852840520192,6
2025-12-12,Klingenthal,Germany,World Cup,140,Large,0,2026,7,L,3,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,60.0,24.334017796030118,7
2025-12-13,Klingenthal,Germany,World Cup,140,Large,0,2026,8,L,10,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,26.0,24.33675564681725,8
2025-12-20,Engelberg,Switzerland,World Cup,140,Large,0,2026,9,L,8,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,32.0,24.355920602327174,9
2025-12-21,Engelberg,Switzerland,World Cup,140,Large,0,2026,10,L,8,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,32.0,24.358658453114305,10
2025-12-31,Garmisch,Germany,World Cup,142,Large,0,2026,11,L,4,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,50.0,24.386036960985624,11
2026-01-01,Oberstdorf,Germany,World Cup,137,Large,0,2026,12,L,7,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,36.0,24.38877481177276,12
2026-01-05,Villach,Austria,World Cup,98,Normal,0,2026,13,L,2,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,80.0,24.399726214921287,13
2026-01-06,Villach,Austria,World Cup,98,Normal,0,2026,14,L,2,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,80.0,24.40246406570842,14
2026-01-10,Ljubno,Slovenia,World Cup,94,Normal,0,2026,15,L,2,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,80.0,24.413415468856947,15
2026-01-11,Ljubno,Slovenia,World Cup,94,Normal,0,2026,16,L,2,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,80.0,24.416153319644078,16
2026-01-16,Zhangjiakou,China,World Cup,140,Large,0,2026,17,L,9,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,29.0,24.42984257357974,17
2026-01-17,Zhangjiakou,China,World Cup,140,Large,0,2026,18,L,9,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,29.0,24.432580424366872,18
2026-01-20,Zao,Japan,World Cup,102,Normal,0,2026,19,L,2,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,80.0,24.44079397672827,19
2026-01-21,Zao,Japan,World Cup,102,Normal,0,2026,20,L,1,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,100.0,24.4435318275154,20
2026-01-24,Sapporo,Japan,World Cup,137,Large,0,2026,21,L,7,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,36.0,24.451745379876797,21
2026-01-25,Sapporo,Japan,World Cup,137,Large,0,2026,22,L,11,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,24.0,24.45448323066393,22
2026-01-31,Willingen,Germany,World Cup,147,Large,0,2026,23,L,15,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,16.0,24.470910335386723,23
2026-02-07,Predazzo,Italy,Olympic Winter Games,109,Normal,0,2026,25,L,4,Lisa Eder,Austria,337,2001-08-12T00:00:00.000000,0,"",0.0,0.0,257.3,24.490075290896645,24
2019-02-16,Oberstdorf,Germany,World Cup,137,Large,0,2019,18,L,28,Selina Freitag,Germany,338,2001-05-19T00:00:00.000000,0,"",101.5,95.5,3.0,17.74674880219028,1
2019-02-17,Oberstdorf,Germany,World Cup,137,Large,0,2019,19,L,34,Selina Freitag,Germany,338,2001-05-19T00:00:00.000000,0,"",100.5,,74.2,17.749486652977414,2
2019-12-07,Lillehammer,Norway,World Cup,140,Large,0,2020,1,L,26,Selina Freitag,Germany,338,2001-05-19T00:00:00.000000,0,"",113.0,105.5,5.0,18.55167693360712,3
2019-12-08,Lillehammer,Norway,World Cup,140,Large,0,2020,2,L,29,Selina Freitag,Germany,338,2001-05-19T00:00:00.000000,0,"",110.0,110.0,2.0,18.55441478439425,4
2019-12-14,Klingenthal,Germany,World Cup,140,Large,0,2020,3,L,26,Selina Freitag,Germany,338,2001-05-19T00:00:00.000000,0,"",108.0,,5.0,18.570841889117045,5
2020-01-11,Sapporo,Japan,World Cup,137,Large,0,2020,4,L,27,Selina Freitag,Germany,338,2001-05-19T00:00:00.000000,0,"",110.5,111.5,4.0,18.647501711156742,6
2020-01-12,Sapporo,Japan,World Cup,137,Large,0,2020,5,L,20,Selina Freitag,Germany,338,2001-05-19T00:00:00.000000,0,"",109.5,114.0,11.0,18.650239561943874,7
